Index,arXiv ID,Keywords
1575,2401.14873v2,"Discrete light-cone quantization, Physics at null infinity, Asymptotically flat spacetimes, Massless scalar field, Canonical formulation, Null hyperplanes, Global and conformal symmetries, Canonical generators, Free data, Quantization of massless versus massive fields"
1576,2401.14662v2,"Liouville irregular states, half-integer ranks, differential equations, generalized AGT correspondence, Argyres-Douglas theories, 4D RG-flow, power series expression, H, R, 2D counterpart"
1577,2401.14456v2,"Dualization algorithm, Quiver theories, Unitary gauge groups, Special unitary gauge groups, Partition function, Delta functions, Brane interpretation, 4D quivers, Symplectic gauge groups, Mathematica file"
1578,2401.14449v1,"Weak Gravity Conjecture, Perturbative string theory, Bosonic String, Spacetime dimension, Black hole extremality bound, Long range forces, Worldsheet, Sublattice form, Superstring, Theories"
1579,2401.14392v1,"Perturbation series, Superintegrable point, Correlators, Gaussian matrix model, Logarithmic potential, Miwa variables, Schur functions, Young diagram, Borel transform, Vanishing Gaussian correlators"
1580,2401.14307v2,"Feynman integrals, Epsilon-form basis, Moduli space, Elliptic curves, Kinematic space, Maximal cuts, Differential equation, Iterated integrals, Modular forms, Master integrals"
1581,2401.14082v2,"Scalar structures, Hyperscaling violating geometries, Probe scalar field models, Covariance, Fixed, static background geometries, First-order framework, Dynamical exponents, Hyperscaling violating exponents, Kink-like solutions, Energy densities"
1582,2401.13900v2,"3D gravity, Virasoro TQFT, Quantum gravity, Cosmological constant, Holography, Wormholes, Knots, Partition functions, Teichmüller theory, Dehn surgery"
1583,2401.13749v2,"Superconformal, Two-point functions, Nahm pole defect, 𝒩=4 Super-Yang-Mills Theory, Chiral primary operators, 4d, Co-dimension one, BPS representations, Fuzzy spherical harmonics, Superconformal bootstrap program"
1584,2401.13741v2,"Spectral parameter, Renormalization, Integrable σ-models, Chern-Simons theory, Affine Gaudin models, Riemann surface, Genus, Meromorphic 1-form, Lax connection, RG-flow"
1585,2401.13730v2,"Supersymmetric index, Small black holes, Compactified heterotic string theory, Elementary string states, Gravitational path integral, Euclidean rotating black hole solution, Supergravity theory, Higher derivative corrections, Microscopic results, Compactification"
1586,2401.13637v1,"Wilson loop, 't Hooft loop, Entanglement Entropy, Type IIB Supergravity, D5 branes, Holographic duality, Confinement, Little String Theory, Stability, Eigenvalue problem"
1587,2401.13567v2,"Large volume scenario, Flux compactifications, T-dual non-geometric fluxes, Self-mirror Calabi-Yau flux compactification, Non-perturbative terms, α'-corrections, Effective scalar potential, F-term D W, de Sitter vacua, Swampland conjectures"
1588,2401.13510v2,"Quantum gravity, Random tensors, Random matrices, Generating functions, Random geometries, Random matrix theory, Quantum field theory, Tensor field theories, Large N conformal field theories, AdS/CFT correspondence"
1589,2401.13404v1,"Symmetries, Self-dual monopole, Spinning particle, Supersymmetric quantum mechanics, Field, Study, Viewpoint, Particle, Quantum, Spinning"
1590,2401.13339v1,"Moduli stabilization, Type II/F-theory, Scalar potential, Geometric fluxes, AdS4 vacua, SU(3)xSU(3) structures, Weak Gravity Conjecture, F-theory perspective, Calabi-Yau 4-folds, Homological mirror symmetry"
1591,2401.13029v2,"Holographic entropy, Inequalities, Facets, Star graphs, Dihedral symmetry, Subsystems, Toric inequalities, K-basis, Perfect tensors, Six-party"
1592,2401.13031v3,"Coon unitarity, partial waves, harmonic numbers, technical difficulties, Coon amplitudes, partial-wave coefficients, manifest, suggestive form, approach, properties"
1593,2401.12960v1,"Quantum mechanics, Field theory, Gravity, Possibilities, Bundles, Submanifolds, Soliton excitations, Soliton-possifold correspondence, Lieb-Liniger model, Black hole physics"
1594,2401.12957v1,"Symmetry duality, Exotic oscillators, Dissipative dynamics, Newton-Hooke, Anti-de Sitter geometry, Dynamic systems, Lagrangian scheme, Moment map components, Symmetry algebra, Extended NH spacetime"
1595,2401.12855v1,"Quantum corrections, Matter stress-energy tensor, Eternally expanding universes, Conformally flat metric, Exponentially growing factor, Conformal time, Quantum fields, Gravitational background, Keldysh propagator, Schwinger-Keldysh technique"
1596,2401.12816v2,"Ray-Singer Torsion, Topological Strings, Genus one amplitude, Calabi-Yau 3-folds, Mirror symmetry, Gravitational action, Quantum gravity cutoff, Species scale, Entropy of black holes, N=2 supergravity theories"
1597,2401.12401v1,"QED gauge fields, polarization tensor, classical background magnetic field, white-noise stochastic fluctuations, fermion propagator, quasi-particle picture, strong-field limit, Ward identity, U(1) symmetry, effective magnetic mass"
1598,2401.12338v1,"AdS3, General Relativity, Boundary conditions, Dym hierarchy, Polynomial expansion, Brown-Henneaux central charge, Dynamics, Integrable equations, Dym conserved charges, Black hole solutions"
1599,2401.12294v2,"Nearly critical superfluid, Effective field theory, Holography, Schwinger-Keldysh formalism, Critical temperature, Symmetries, Kubo-Martin-Schwinger symmetry, Chemical shift symmetry, Non-Gaussianity, Microscopic holographic superfluid"
1600,2401.12288v3,"BPS Wilson loops, Mass-deformed ABJM theory, Fermi gas technique, Airy functions, 1/N expansion, Exponentially small terms, Maximal supersymmetric case, Multi-point correlation functions, 1/2–BPS Wilson line, Defect CFT data"
1601,2401.13706v1,"Worldvolume, M Theory, Superalgebras, Spacetime dimensions, Exceptional Periodicity, Brane, Conjecture, Higher M Theories, Superalgebra, EP"
1602,2401.12191v1,"Black holes, Cosmology, Unitarity, Quantum, Inflationary, Quadratic gravity, Semi-classical gravity, Ghosts, Entropy, Renormalization"
1603,2401.12134v1,"Early Universe, Open Quantum System, Complexity, Decoherence, Caldeira-Leggett Model, De Sitter, Purification, Adiabatic Perturbation, Primordial Cosmological Perturbations, Evolution"
1604,2401.12101v1,"Abelian Lattice Gauge Field Theories, Scalar-matter-monopole interactions, Gauge invariance, Lorentz invariance, Strongly-coupled ""dual"" U(1) gauge field, Chern-Simons-like (Pontryagin-density) term, Spontaneously-broken-symmetry phase, Dynamical singular configuration, Magnetic-monopole-like, 't Hooft-Polyakov monopole"
1605,2401.12045v3,"QCD , Orbifold lattice , Quantum simulations , Gauge degrees of freedom , Qubits , Noncompact variables , Hamiltonian , SU(3) gauge group , Fundamental representation , Gauge manifold"
1606,2401.11688v2,"q-form field, Brane-world, Gravity, Kaluza-Klein modes, D-dimensional Randall-Sundrum-like brane model, Scalar fields, U(1) gauge vector fields, 2-form Kalb-Ramond fields, Kaluza-Klein modes, Bulk spacetime"
1607,2401.11637v2,"GLSMs (Gauged Linear Sigma Models), Geometries, Quantum cohomology, Quantum sheaf cohomology, Quantum K theory rings, Two-dimensional abelian , Non-abelian mirror constructions, Simons Center, Stony Brook, Gauged Linear Sigma Models@30"
1608,2401.11584v1,"Charged particles, Scattering cross section, Relativistic beam, Eikonal approximation, Continuous potential, Differential scattering, Fast charged particles, Motion, Problem, Representation"
1609,2401.11550v1,"Calabi-Yau links, S^1-fibrations, Calabi-Yau manifolds, Sasakian structures, G2 structures, DANGER proceedings, Topological properties, Machine learning, Computation, Gröbner bases"
1610,2401.11484v3,"Large N expansion, Mass deformed ABJM matrix model, M2-instanton condensation, Bilinear relations, Partition functions, U(N)_k x U(N+M)_-k ABJ theory, Mass deformation, Seiberg-like dualities, Duality cascade relations, Exact calculation"
1611,2401.11451v1,"Conformal field theories, Boundary interface, Energy conservation , Dynamic interfaces, Moving mirror, Black hole, Semipermeable membrane, Horizon, Hawking radiation, Wormhole analogues"
1612,2401.11331v1,"Operator Products, SU(N) Principal Chiral Model, Asymptotically Free, Integrable, Form Factors, Renormalization Group, Quantum-field-theory, Scaling-field Operators, Correlation Functions, Lagrangian Field Theory"
1613,2401.11223v1,"Holographic dictionary, Bulk reduction, Asymptotically flat spacetime, Null infinity, Boundary theory, Fundamental field, Descendant fields, Symplectic form, Carrollian diffeomorphisms, Hamiltonians"
1614,2401.11168v2,"Vacuum polarization, GeV photons, Ultraintense laser pulse, Birefringence, Nonlinear Breit-Wheeler process, Circular polarization, Longitudinal polarization, Positrons, Euler-Heisenberg effective Lagrangian method, Monte Carlo simulation"
1615,2401.11133v4,"Lagrange multiplier, Field redefinition, Gauge symmetries, Radiative effects, Classical equations of motion, Ghost fields, Effective action, Quantum corrections, Gauge invariance, BRST transformations"
1616,2401.11009v1,"Primordial curvature bispectrum, New physics, Additional fields, Inflation, Tachyon, Squeezed limit, Non-Gaussianity, μ-type spectral distortions, Temperature anisotropies, CMB-S4"
1617,2401.10986v1,"Lightcone bootstrap, Anomalous dimensions, Triple-twist operators, Degeneracy, Integral operator, Non-planar crossing equation, Scalar operators, Consistency check, Perturbative computations, Epsilon expansion"
1618,2401.10981v1,"Smoothed asymptotics, Terence Tao, Ultra-violet regularisation, Loop integrals, Quantum field theory, Divergences, Gauge invariance, Non-abelian gauge theories, Dirac fermions, Vacuum polarisation tensor"
1619,2401.10977v2,"Equivariant localization, Off-shell entropy functions, Supersymmetric black holes, Gauged supergravity, Attractor mechanism, AdS/CFT correspondence, AdS black holes, Near horizon geometry, Central charge, SCFT"
1620,2401.10750v1,"Abelian gauge theories, BCJ duality, Kinematic algebra, Non-abelian Lie algebra, Color information, Diffeomorphism algebra, (Anti-)self-dual Yang-Mills theory, Electromagnetism, Scalar matter, Navier-Stokes equation"
1621,2401.10532v3,"Higher Schwarzians, Nonlinear realization, Virasoro algebra, Goldstone fields, SL(2, R) invariant, Aharonov-Tamanoi, Bonora-Matone, Coset space parametrization, SL(2, R) non-invariant, Schippers and Bertilsson Schwarzians"
1622,2401.10336v1,"Conformal field theory, Conformal defects, Non-perturbative analysis, Symmetry breaking, Supersymmetric Wilson line, 𝒩=4 Super Yang–Mills, Analytic conformal bootstrap, Magnetic lines, Yukawa models, Standard Model"
1623,2401.10332v3,"Entanglement entropy, Scalar quantum electrodynamics, Vacuum state, Maxwell-Proca propagator, Area law, Renormalization group flow, Loop contributions, Renormalization group flow of couplings and correlators, Correlations in spacetime, Screening"
1624,2401.10327v1,"AdS/CFT Integrability, Symmetry algebra, Quasi-triangular Lie bialgebra, Contraction and reduction, Affine algebra, Derivation, Classical r-matrix, Lorentz boost symmetry, q-deformed 2D Poincare algebra, Bialgebra representation"
1625,2401.10212v2,"Wavefunction of the Universe, Inflation, Scalar perturbations, Non-Gaussianity, Oscillations, Inflaton potential, Resonant features, Hubble time, Partial differential equations, Distribution tail"
1626,2401.10165v2,"Anomalies, Gauging, U(1) symmetries, Symmetry TFT, BF theory, Gauge fields, Topological manipulations, Dynamically gauging, Non-invertible ℚ/ℤ chiral symmetry, Four dimensions"
1627,2402.00880v3,"Supersymmetric, M2-branes, AdS solitons, Wilson loop, Holographic coordinate, Spacetime, Phase space diagram, Phase transitions, Zero temperature, Phase transitions"
1628,2401.09991v2,"Bondi-van der Burg-Metzner-Sachs (BMS) symmetry, Deformations, BMSFT (Bondi-van der Burg-Metzner-Sachs invariant field theory), T T deformation, JT_μ deformation, √(T T) deformation, Correlation functions, Ward identities, BMS free scalar, Free fermion"
1629,2401.09946v2,"Neural ODEs, Holographic transport models, Translation symmetry, Shear viscosity, Radial flow equation, Graviton mass, Field theory, Boundary conditions, Neural network, Entanglement entropy"
1630,2401.09908v2,"Feynman integrals, Differential equations, Dimensional regularization, Analytic regularization, Griffiths-Dwork pole reduction, Twisted differential forms, Multiloop integrals, Inhomogeneous differential equations, Infrared-divergent graphs, Witten diagrams"
1631,2401.09879v3,"TT̅-deformed AdS_3, BTZ black hole, Hyperbolic space, Massive scalar field, One-loop partition function, Heat kernel method, Wilson spool proposal, Graviton, Modular parameter, CFT_2"
1632,2401.09809v2,"Equivalence classes, S^1/Z_2, T^2/Z_3, Orbifolds, U(N) and SU(N) gauge theories, Compactified, Boundary conditions (BCs), Gauge transformations, Geometric property, Classification"
1633,2401.09781v1,"Gauge-Theory Couplings, Massive Spin-2 States, 4-Dimensional String Theories, Type-I superstring, Four-dimensional states, D3 branes, Berends-Giele currents, BCFW recursion, Tree-level amplitudes, Helicity basis"
1634,2401.09672v3,"Quantum gravity, Effective action, Entropy, Renormalizable, Hamiltonian, Cosmic evolution, Conformal dominance, Planck scale, Inflation, Ghost modes"
1635,2401.09636v2,"WZW models, Super Poisson-Lie T-duality, Super Poisson-Lie symmetry, Wess-Zumino-Witten model, Drinfeld superdoubles (DSDs), Lie superbialgebra, Two-dimensional σ-model, Super PL symmetric (C^3+A) WZW model, Super PL T-duality, Super PL self-dual"
1636,2401.09597v1,"Canonical quantization, Lattice Chern-Simons theory, U(1)_k Chern-Simons theory, Local Gauss law constraints, Physical Hilbert space, 1-form gauge constraints, Compactness of the U(1) gauge group, Wilson loops, Finite-dimensional Hilbert space, Spin structure"
1637,2401.09538v1,"Holographic dual, Topological symmetry operator, AdS/CFT correspondence, Topological field theories, Boundary CFT spacetime, Entanglement wedge reconstruction, Non-topological worldvolume action, Global p-form symmetries, Asymptotically AdS spacetimes, Lower-form symmetries"
1638,2401.09540v1,"Partial Bondi gauge, Asymptotic charges, Gravity, Boundary conditions, Super-translations, Super-rotations, Weyl transformations, Asymptotic symmetries, Radial coordinate, Kerr spacetime"
1639,2401.09533v1,"Species Scale, Primordial Gravitational Waves, Field-dependent UV cut-off, Effective field theory, Gravity, Inflationary cosmology, Decay rate, Tensor-to-scalar ratio, Power spectra, Primordial perturbations"
1640,2401.09399v1,"Causal Dynamical Triangulations, Quantum gravity, Perturbation theory, Lattice formulation, General relativity, Background-independent path integral, Lorentzian quantum gravity, Diffeomorphism-invariant quantum observables, Planck scale, Spectral dimension"
1641,2401.09312v1,"Large-N expansion, SU(N) Yang-Mills theory, Euclidean correlators, Twist-2 operators, Functional determinant, 't Hooft topological expansion, Punctures, Spin-statistics theorem, Glueball propagators, Nonperturbative S matrix"
1642,2401.09307v4,"Inflationary, Krylov complexity, Curvature perturbation, Modified dispersion relation, Lanczos algorithm, Chaotic system, Lyapunov index, Open system, Quantum level, Classical level"
1643,2401.09254v1,"Lounesto classification, Spin(3,1) group, Dirac spinors, Principal orbits, Isotropy group, ELKO field, Dark matter, Degrees of freedom, Dirac field, Interacting Lagrangian"
1644,2401.09247v1,"Hydrodynamical, Gravitational axial anomaly, Cosmological constant, Curved space-time, Duality, Acceleration, Weyl tensor, Flat space-time, Ricci tensor, Currents"
1645,2401.09087v2,"Dark Dimension, Swampland, Dark Matter Fraction, Primordial Near-Extremal Black Holes, Hawking radiation, Five-dimensional (5D) scenario, Schwarzschild black holes, Entropy arguments, Extremal black holes, All-dark-matter interpretation"
1646,2401.08945v1,"Higher derivative supergravities, Dimensions 1≤ D≤ 11, Noether procedure, Harmonic superspace, Superform method, Superconformal tensor calculus, S-matrix, Dimensional reduction, Killing spinor equations, Duality symmetries"
1647,2401.08880v1,"Hamiltonian analysis, Lie-Poisson gauge theory, noncommutative U(1) gauge theory, Lie algebra type noncommutativity, Dirac approach, constrained Hamiltonian systems, admissible Lagrangian description, noncommutativity, spatial noncommutativity, Maxwell theory"
1648,2401.08877v1,"Scattering amplitudes, Tempered distributions, Schwartz space, Mellin transform, Conformal properties, Massless celestial amplitudes, Topological dual, Parseval-type relation, Tree-level graviton amplitudes, Mathematical characterization"
1649,2401.08786v3,"Supersymmetric Virasoro, Minimal Strings, Random Matrix Model, N=1 supersymmetric, String Equations, Non-perturbative completions, Double-scaled orthogonal polynomial, Multi-loop correlation functions, Quantum volumes, Perturbative topological expansion"
1650,2401.08780v1,"SW(3/2,2) algebras, current algebras, central charge, chiral algebra, supersymmetric sigma model, Spin(7) manifold, unitary representations, null descendants, characters, modular transformations"
1651,2401.08775v2,"Black hole microstates, Hilbert space, Black hole entropy, Gravitational description, Matter shells, Rotating black holes, Charged black holes, Supersymmetry, String Theory, Quantum corrections"
1652,2401.08757v2,"Higgs branch, RG-flows, Magnetic quivers, Supersymmetric theories, Supercharges, Decay and fission algorithm, Convex linear algebra, RG fixed points, Transverse slice geometry, SCFTs"
1653,2401.08752v1,"Gravitational Raman Scattering, Effective Field Theory, Scalar Tidal Matching, Amplitudes, Quasi-elastic Scattering, Worldline Effective Field Theory, Post-Minkowskian Order, Phase Shifts, Renormalization-group Flow, Black Hole"
1654,2401.08571v1,"Generalized volume complexity, AdS rotating black holes, Myers-Perry black holes, Angular momenta, Complexity equals anything proposal, Codimension-one generalized volume complexity, Generally covariant volume functional, Late-time growth rate, Gauss-Bonnet invariant, Effective potentials"
1655,2401.08555v2,"Infinite temperature, de Sitter space, Holographic description, SYK, Double-scaled limit, Narovlansky, Verlinde, Concrete model, Confusion, Inconsistent claims"
1656,2401.08736v2,"Regge bootstrap, Linear programming bootstrap, Dual model scattering amplitudes, Mandelstam-Regge poles, Crossing symmetry, Super-unitarity, Veneziano amplitude, String-like amplitudes, Non-linear trajectories, QCD (Quantum Chromodynamics)"
1657,2401.08521v2,"Exponential mixing, Arnol'd cat map lattices, Classical field theories, Chaotic systems, Lyapunov exponents, Kolmogorov-Sinai entropy, Recursive construction, Correlation functions, Rokhlin's conjecture, Scrambling of quantum system"
1658,2401.08457v1,"Near Conformal QCD, Scaling Dimension, Isospin Charge, Quantum Chromodynamics, Conformal Window, Dilaton Masses, Chiral Symmetry Breaking, Quark Mass Operator, Anomalous Dimension, Conformal Field Theory"
1659,2401.07932v2,"Operator product expansion, Five-dimensional field theories, SU(1,3)× U(1) spacetime symmetry, Conformal null reduction, Lorentzian conformal field theories, Three-point functions, OPE coefficients, Correlation functions, Six-dimensional conformal field theories, Scalar operators"
1660,2401.07908v3,"Extra-dimensional gauge theories, Fermions, Phase structure, Five-dimensional Yang-Mills theories, Functional Renormalisation Group, Gauge coupling, Effective potential, Aharonov-Bohm phases, Vacuum structure, Fermion content"
1661,2401.07905v1,"Entanglement, Holography, Renormalization group, Conformal field theories, Entanglement entropy, Gravity dual, D-branes, Ryu-Takayanagi formula, Probe brane method, IR boundary term"
1662,2401.07899v3,"Calabi-Yau periods, Black hole scattering, Classical general relativity, Post-Minkowskian expansion, Feynman integrals, Polylogarithmic functions, CY two-fold periods, Self-force sector, K3 periods, Hypergeometric CY three-fold"
1663,2401.07866v1,"Weak Cosmic Censorship Conjecture (WCCC), Weak Gravity Conjecture (WGC), charged scalar field, anti-de Sitter spacetime, Einstein-Maxwell field, four dimensional spacetime, asymptotically anti-de Sitter boundary conditions, cosmic censorship, excited-state scalar fields, charge-to-mass ratio"
1664,2401.07772v2,"Chiral magnetic waves (CMW), Weyl semimetals, Chiral anomaly, Plasmas, Electric conductivity, Dissipation, Heavy-ion collision experiments, Quark gluon plasma, Anomalous transport properties, Holographic model"
1665,2401.07707v2,"Knotted non-abelian gauge fields, Null YM fields, SU(N) gauge fields, Helicities, Abelian Hopfion solution, Nontrivial helicities, Non-abelian solution, Wave of infinite energy, Bateman parameterization, Generalizations"
1666,2401.07645v2,"Self-consistent, Backreaction, Quantum fields, 2D dilaton gravity, Dilatonic black hole, Horizons, Canonical temperatures, Semiclassical Einstein equations, Metric, Geometry"
1667,2401.07573v2,"Rastall gravity, AdS black holes, perfect fluid, phase transition, critical points, analytical expressions, Rastall parameter, equation of state parameter, critical exponents, thermodynamic quantities"
1668,2401.07498v1,"Holography, Lattice structure, Condensed matter physics, Tight binding data, Dirac equation, AdS bulk, Graphene, Haldane model, Green's function, Electronic structure"
1669,2401.07471v2,"Entanglement network, Bulk geometry, AdS/CFT correspondence, Partial entanglement entropy (PEE), Geometric quantities, Geodesic, Ryu-Takayanagi (RT) surface, Holographic entanglement entropy, Flux, Homologous surface"
1670,2401.07403v1,"Double-scaled SYK, Matter correlators, Doubled Hilbert space, Fock space, Q-deformed oscillator, Chord Hilbert space, Intersection of chords, Entangler, Disentangler, Four-point functions"
1671,2401.06958v1,"Born-Infeld Electrodynamics, Carrollian limit, Conformal Carroll, U(1) gauge fields, Lagrangian description, Quartic interactions, Two point correlation, Dilation invariance, BI coupling, Standard results"
1672,2401.06933v2,"Off-Shell Fields, Conserved Currents, 3d case, σ_-cohomology, Interaction vertices, Gauge invariant field strength, Nonlinear vertices, Cohomology group, Off-shell vertices, Non-trivial equations"
1673,2401.06851v1,"Minimal black holes, Species thermodynamics, Gravitational effective theories, Black hole thermodynamics, Charged species, Thermodynamic properties, Extremal charged species, Cosmology, Dark Dimensions Scenario, Non-supersymmetric string theories"
1674,2401.06847v4,"Perturbative renormalization, Quantum field theories, Large N scalar field theories, Non-perturbative alternative renormalization, Bare coupling constant, Wave-function counterterm, Continuum limit, n-point functions, O(N) model, Quantum chromodynamics (QCD)"
1675,2401.06728v2,"Covariantly constant gauge fields, Yang-Mills equation, Chromomagnetic fields, Non-perturbative magnetic flux sheets, Nielsen-Olesen magnetic flux tubes, Higgs field, 't Hooft singular surfaces, Nonlocal operators, Wilson line operators, Hopf invariant"
1676,2401.06707v3,"Nonlinear electrodynamics (NLED), Causal, Self-dual, Lagrangian, Electromagnetic duality, Magnetic field, Strong fields, Weak fields, Theories, Explicit examples"
1677,2401.06678v2,"Python's lunch conjecture, Extremal surface, Holographic spacetime, Entanglement wedge, Ryu-Takayanagi surfaces, Spatial isometries, Infrared regulator, Entanglement shadows, Black brane interiors, Wormhole states"
1678,2401.06463v1,"Four-Point Energy Correlator, 𝒩 = 4 Super Yang-Mills Theory, Classical Polylogarithms, Supersymmetric Yang-Mills Theory, Detectors, Conformal Invariance, Splitting Function, Form Factor, Stress-Tensor Multiplet Operators, Integration-By-Parts Algorithm"
1679,2401.06220v2,"Random Matrix Model, Virasoro Minimal String, Quantum gravity, Orthogonal polynomials, Non-perturbative physics, String equation, Central charges, Spacelike and timelike Liouville sectors, N=1 supersymmetric JT gravity, Spectral density"
1680,2401.06216v2,"Virasoro minimal string, (2,2m-1) minimal string, string equation, density of states, E^m+1/2, double-scaled multicritical matrix models, matrix theory, n-boundary correlators, scaling behavior, JT gravity limit"
1681,2401.06818v2,"Bootstrap study, Minimal model deformations, QFTs (Quantum Field Theories) in AdS, Conformal bootstrap methods, RG flows, Two-dimensional CFTs, Tricritical and ordinary Ising model, Non-perturbative constraints, Conformal perturbation theory, TT̅ deformation"
1682,2401.06128v2,"Symmetry, QFT (Quantum Field Theory), RG flows (Renormalization Group flows), SymTFT (Symmetry Topological Field Theory), U(1) global symmetries, Cubic U(1) anomalies, ℚ/ℤ non-invertible chiral symmetry, 4d theories, Categorical symmetries, G^(0) global symmetries"
1683,2401.06114v1,"NMHV sector, Scattering equations, Risager deformation, E(n-3,1) solutions, Yang-Mills amplitudes, Gravity amplitudes, Leading order, Analytic computation, Residue at infinity, CHY formula"
1684,2401.06099v1,"Two loop integrals, Five point correlation functions, 𝒩 = 4 Super Yang-Mills, Structure constants, Spinning operators, Kinematical regimes, Universal all loop behavior, Factorization, Decagon, OPE (Operator product expansion)"
1685,2401.06097v1,"Anomalous dispersion, Superluminality, Instabilities, Two-flavour theories, Non-Hermitian mass mixing, Pseudo-Hermitian field theories, Similarity symmetry, Hermitian similarity partner, IR/UV mixing effect, Standard Model"
1686,2401.05867v2,"Neutrino propagation, Space-time foam, D-branes, IceCube, Gamma-ray burst, Subluminal, Superluminal, Lorentz invariance, Stringy quantum gravity, Phenomenological indication"
1687,2401.05814v2,"Quantum chaos, Non-conformality, Gauge/gravity duality, Liouville type dilaton potential, Black brane solution, Lyapunov exponent, Butterfly velocity, Gubser bound, Thermo mutual information, Entanglement velocity"
1688,2401.05769v2,"κ-Minkowski space-time, Galilean regime, Carrollian regime, non-commutative κ-deformed spaces, Wigner-Inönu contractions, Poincaré algebra, Planck length scale, deformed dispersion relations, momentum spaces, geodesic distances"
1689,2401.05733v5,"String theory, Amplitudes, Quantum field theory, Dispersion relation, Poles, Contact interactions, Superstring amplitude, Deformation, Level truncation, Zeta function"
1690,2401.05694v2,"Factorization, Coupling Constant, Color Confinement, Hadrons, Strong Interactions, Scattering, Quarks, Background Field, Distribution Function, Perturbative Nature of Theory"
1691,2401.05662v3,"Yang-Baxter solutions, commuting operators, R-matrices, spectral parameter, additive parameters, non-additive parameters, colored Yang-Baxter equation, representation, Yang-Baxter algebra, transfer matrix spectrum"
1692,2401.05608v1,"Computational Quantum Gravity, FeynGrav, Perturbative, Feynman Rules, FeynCalc package, Quantum Gravitational Effects, Standard Model, General Relativity, Horndeski Gravity, SU(N) Yang-Mills Model"
1693,2401.05575v2,"Holography, DSSYK, Non-commutative, Bulk dual, Quantum disk, L, Isometries, Quantum algebra, Group SU_q(1,1), Boundary dual"
1694,2401.05492v4,"Scalar-Tensor theory, Gravity, Worldline Quantum Field Theory, Black hole scattering, Observables, Scalar potential, Scalar field, Graviton, Stationary phase approximation, Radiation integrals"
1695,2401.05483v2,"NLSM (Non-linear Sigma Model), Tr(Φ^3) theory, Scattering amplitudes, Kinematic variables, Goldstone amplitudes, U(N) symmetry breaking, Chiral Lagrangian, Planar limit, Adler zero, Mixed amplitudes"
1696,2401.05275v1,"Higher Gauge Theory, Encyclopedia of Mathematical Physics, Higher structures, Kinematical data, Higher principal bundles, Connections, Applications, Dynamical principles, Literature, Related areas"
1697,2401.05216v1,"Planar anisotropic, CPT-odd gauge model, Classical Lorentz violating effects, Electrodynamics, Carroll-Field-Jackiw model, Maxwell-Chern-Simons electrodynamics, Klein-Gordon field, Perturbative effects, Scalar charges, Dirac points"
1698,2401.05207v1,"Cosmological correlation functions, Scalar toy models, FRW cosmologies, Weighted cosmological polytopes, Rational integrand, Feynman graph, Triangulations, Contour integral representations, Factorisation properties, Vanishing conditions"
1699,2401.05032v1,"Non-invertible symmetries, 𝒩=4 Super-Yang-Mills theory, 4d Maxwell theory, SL(2,ℤ) duality group, U(1) gauge theory, Fermions, Supergravity limit, Local operators, Nonabelian case, Approximate symmetries"
1700,2401.04828v1,"Heterotic M-theory, Vacua, Swampland conjectures, Potential energy, Dilaton, Complex structure, Kähler moduli, Gaugino condensation, Anomalous U(1) structure group, B-L MSSM"
1701,2401.04813v2,"N=4 supergravity, Local scaling symmetry, Four dimensions, Vector multiplets, Gauged symmetries, SL(2,ℝ) ×SO(6,n) subgroup, Embedding tensor, Supersymmetry transformation rules, Equations of motion, Matter-coupled supergravity"
1702,2401.04800v2,"Phases, ℤ_N 1-form symmetry, Center vortices, Magnetic monopoles, Topological BF theory, Confinement, SU(N) gauge theories, Lattice gauge theories, Deformation, Monopoles"
1703,2401.04764v1,"Entanglement, Majorana chains, von Neumann algebras, Interacting, Solvable, Quantum phase transition, Entanglement entropy, Modular Hamiltonian, AdS/CFT correspondence, Many-body model"
1704,2401.04731v1,"Adler zero, Loop integrands, Planar limit, SU(N) non-linear sigma model (NLSM), Off-shell framework, Deformed kinematics, Algebraic soft limit, Surface integrand, Propagator renormalization factors, Mixed theory"
1705,2401.04712v1,"Effective potential, Conformal factor, Metric, Quantized matter fields, Vacuum expectation value (VEV), Global GL(4) symmetry, Theory, Vanishing VEV, Non-vanishing VEV, Matter fields"
1706,2401.04706v2,"Entanglement, Black hole, Page time, Doubly holographic model, Sachdev-Ye-Kitaev (SYK) model, Thermalization, Entanglement wedge, Rényi mutual information, System-bath interaction, Dynamics"
1707,2401.04523v2,"Spin-(s,j) projectors, Gauge-invariant, Maximally symmetric backgrounds, Klein-Gordon equation, (A)dS_d background, Massless representations, Fronsdal action, Higher-depth gauge symmetry, Partially-massless spin-s depth-t field, Minkowski superspace"
1708,2401.04476v1,"Wormholes, Genus, Black hole, White hole, Baby universes, Jackiw-Teitelboim (JT) gravity, Probability, Firewall, Entropy, Energy"
1709,2401.04457v1,"Three-dimensional C-metric, Thermodynamics, Holographic properties, FG gauge, Free energy, Euclidean on-shell action, Conformal factor, Smarr relation, First law of thermodynamics, Holographic entanglement entropy"
1710,2401.04434v2,"Gravitons, Gravitational plane waves, VSI family, Ricci flat, Scalar invariants, Riemann tensor, String theory, Spacetime, Avogadro number, Background"
1711,2401.04433v1,"non-singular cosmology, non-supersymmetric AdS instability conjecture, quantum gravity, Big Bang singularity, inflationary universe, nucleation of a thin-wall bubble, critical temperature, critical scale factor, stringy 10D AdS vacuum solutions, inflationary observations"
